Accel Pedal;Coolant Temp;Engine Lambda;Engine Speed;Man Air Press;Mass Air Flow OBD;Rel Thrott Pos OBD;Spark Advance;Fuel Inj Amt
0;86;2;1254.3;12.7;2.87;2.7;38;0
0;86;2;1250.8;12.5;2.87;2.7;38;0
0;86;2;1249;12.3;2.87;2.7;38;0
0;86;2;1248.1;12.7;2.87;2.7;38;0
0;86;2;1244.6;12.6;2.87;2.7;38;0
0;86;2;1238;12.4;2.852;2.6;37.8;0
0;86;2;1233.9;12.5;2.82;2.4;37.5;0
0;86;2;1231.1;12.5;2.82;2.4;37.5;0
0;86;2;1228;12.4;2.82;2.4;37.5;0
0;86;2;1224.9;12.3;2.82;2.4;37.5;0
0;86;2;1221.3;12.6;2.82;2.4;37.5;0
0;86;2;1218.9;12.3;2.702;2.4;37.5;0
0;86;2;1215.3;12.2;2.58;2.4;37.2;0
0;86;2;1209.3;12.3;2.58;2.4;37;0
0;86;2;1204.7;12.4;2.58;2.4;37;0
0;85.5;2;1204.6;12.5;2.58;2.4;37;0
0;85;2;1204.4;12.5;2.58;2.4;37;0
0;85;2;1200.1;12.5;2.58;2.4;37;0
0;85;2;1195.1;12.4;2.59;2.4;36.7;0
0;85;2;1190.7;12.1;2.6;2.4;36.5;0
0;85;2;1186.7;12.1;2.6;2.4;36.5;0
0;85;2;1184.3;12.4;2.6;2.4;36.5;0
0;85;2;1181.5;12.3;2.6;2.4;36.5;0
0;85;2;1176.7;12.2;2.6;2.4;36.5;0
0;85;2;1171.6;12.3;2.571;2.4;36.5;0
0;85;2;1169.6;12.2;2.53;2.4;36.3;0
0;85;2;1169.8;12.3;2.53;2.4;36;0
0;85;2;1166.6;12.2;2.53;2.4;36;0
0;85;2;1163;12.4;2.53;2.4;36;0
0;85;2;1160.5;12.1;2.53;2.4;36;0
0;85;2;1157.1;12;2.525;2.4;36;0
0;85;2;1154.8;12.3;2.51;2.4;35.9;0
0;85;2;1152.6;12.5;2.51;2.4;35.5;0
0;85;2;1150.4;12.5;2.51;2.4;35.5;0
0;85;2;1146.9;12.4;2.51;2.4;35.5;0
0;85;2;1143.7;12.4;2.51;2.4;35.5;0
0;85;2;1138;12.5;2.51;2.4;35.5;0
0;85;2;1136.9;12.6;2.51;2.4;35.5;0
0;85;2;1133.6;12.4;2.493;2.4;35.1;0
0;85;2;1129.7;12.3;2.49;2.4;35;0
0;85;2;1126.1;12.4;2.49;2.4;35;0
0;85;2;1123.2;12.4;2.49;2.4;35;0
0;85;2;1120.3;12.4;2.49;2.4;35;0
0;85;2;1117.1;12.4;2.49;2.4;35;0
0;85;2;1113.4;12.5;2.481;2.4;34.5;0
0;85;2;1109.6;12.5;2.47;2.4;34;0
0;85;2;1106.6;12.5;2.47;2.4;34;0
0;85;2;1103.6;12.6;2.47;2.4;34;0
0;85;2;1099.9;12.8;2.47;2.4;34;0
0;85;2;1096.4;12.9;2.47;2.4;34;0
0;85;2;1092.6;12.9;2.47;2.4;34;0
0;85;2;1090.1;13;2.479;2.4;33.1;0
0;85;2;1085.7;13;2.48;2.4;33;0
0;85;2;1082.1;12.9;2.48;2.4;33;0
0;85;2;1078;13;2.48;2.4;33;0
0;85;2;1074.3;13.1;2.48;2.4;33;0
0;85;2;1070.7;13.1;2.48;2.4;33;0
0;85;2;1066.6;13.1;2.496;2.4;32.7;0
0;85;2;1063.6;13.2;2.54;2.4;32;0
0;85;2;1060;13.3;2.54;2.4;32;0
0;85;2;1056.7;13.3;2.54;2.4;32;0
0;85;2;1052.2;13.3;2.54;2.4;32;0
0;85;2;1048.1;13.4;2.54;2.4;32;0
0;85;2;1043.8;13.5;2.613;2.4;32;0
0;85;2;1039.3;13.5;2.68;2.4;31.8;0
0;85;2;1035;13.6;2.68;2.4;31.5;0
0;85;2;1031.1;13.7;2.68;2.4;31.5;0
0;85;2;1026.7;13.6;2.68;2.4;31.5;0
0;85;2;1025.3;13.7;2.68;2.4;31.5;0
0;85;2;1022.8;13.7;2.68;2.4;31.5;0
0;85;2;1020.5;13.8;2.603;2.4;31.2;0
0;85;2;1017;13.9;2.53;2.4;31;0
0;85;2;1011.9;13.9;2.53;2.4;31;0
0;85;2;1008;13.9;2.53;2.4;31;0
0;85;2;1002.5;14;2.53;2.4;31;0
0;85;2;996.1;14;2.53;2.4;31;0
0;85;2;990.5;14;2.488;2.4;31;0
0;85;2;989.1;14;2.45;2.2;31;0
0;85;2;993.1;13.9;2.45;2;31;0
0;85;2;997.3;13.9;2.45;2;31;0
0;85;2;1002.9;13.9;2.45;2;31;0
0;85;2;1014.7;13.7;2.45;2;31;0
0;85;2;1051.2;13.4;2.45;2;31;0
0;85;2;1108.8;13.2;2.524;2.2;32.6;0
0;85;2;1173.1;13;2.59;2.4;34;0
0;85;2;1233.5;12.9;2.59;2.4;34;0
0;85;2;1289;12.5;2.59;2.4;34;0
0;85;2;1336.6;12.6;2.59;2.4;34;0
0;85;2;1354.4;12.6;2.59;2.4;34;0
0;85;2;1344.9;12.7;2.59;2.4;34;0
0;85;2;1321.5;13;2.92;2.7;37;0
0;85;2;1294.1;12.7;2.92;2.7;37;0
0;85;2;1270.8;12.9;2.92;2.7;37;0
0;85;2;1250.2;12.8;2.92;2.7;37;0
0;85;2;1231.7;13.1;2.92;2.7;37;0
0;85;2;1217.6;12.8;2.92;2.7;37;0
0;85;2;1207.2;12.7;2.866;2.6;36.9;0
0;85;2;1198.3;12.6;2.74;2.4;36.5;0
0;85;2;1195.2;12.6;2.74;2.4;36.5;0
0;85;2;1192.4;12.6;2.74;2.4;36.5;0
0;85;2;1192.7;12.5;2.74;2.4;36.5;0
0;85;2;1195.3;12.4;2.74;2.4;36.5;0
0;85;2;1199.1;12.4;2.702;2.4;36.6;0
0;85;2;1201.4;12.4;2.6;2.4;37;0
0;85;2;1200.9;12.4;2.6;2.4;37;0
0;85;2;1202.9;12.3;2.6;2.4;37;0
0;85;2;1206.5;12.3;2.6;2.4;37;0
0;85;2;1205.7;12.3;2.6;2.4;37;0
0;85;2;1202.9;12.3;2.6;2.4;37;0
0;85;2;1200.8;12.3;2.626;2.4;37.1;0
0;85;2;1197.8;12.3;2.69;2.4;37.5;0
0;85;2;1194.4;12.4;2.69;2.4;37.5;0
0;85;2;1189.8;12.3;2.69;2.4;37.5;0
0;84.7;2;1184;12.1;2.69;2.4;37.5;0
0;84;2;1178;12.3;2.69;2.4;37.5;0
0;84;2;1173.2;12.4;2.654;2.4;37.2;0
0;84;2;1168.2;12.2;2.53;2.4;36;0
0;84;2;1161.1;12.1;2.53;2.4;36;0
0;84;2;1154.9;12.4;2.53;2.4;36;0
0;84;2;1148.4;12.5;2.53;2.4;36;0
0;84;2;1143.2;12.5;2.53;2.4;36;0
0;84;2;1137;12.4;2.53;2.4;36;0
0;84;2;1131.4;12;2.493;2.4;36;0
0;84;2;1127.1;12.2;2.49;2.4;35.1;0
0;84;2;1122;12.4;2.49;2.4;35;0
0;84;2;1115.9;12.3;2.49;2.4;35;0
0;84;2;1110.1;12.3;2.49;2.4;35;0
0;84;2;1104.8;12.5;2.49;2.4;35;0
0;84;2;1098.7;12.6;2.49;2.4;35;0
0;84;2;1092.3;12.7;2.49;2.4;34.4;0
0;84;2;1086.7;12.7;2.49;2.4;33.5;0
0;84;2;1080.6;12.8;2.49;2.4;33.5;0
0;84;2;1073.9;12.9;2.49;2.4;33.5;0
0;84;2;1068.2;12.9;2.49;2.4;33.5;0
0;84;2;1062.3;13;2.49;2.4;33.5;0
0;84;2;1056;13.1;2.475;2.4;32.4;0
0;84;2;1050;13.2;2.47;2.4;32;0
0;84;2;1043.3;13.3;2.47;2.4;32;0
0;84;2;1036.5;13.4;2.47;2.4;32;0
0;84;2;1030.7;13.5;2.47;2.4;32;0
0;84;2;1025.4;13.5;2.47;2.4;32;0
0;84;2;1017.8;13.5;2.47;2.4;32;0
0;84;2;1012.1;13.7;2.367;2.4;31.3;0
0;84;2;1006;13.8;2.33;2.4;31;0
0;84;2;999.3;13.8;2.33;2.4;31;0
0;84;2;992.8;13.7;2.33;2.4;31;0
0;84;2;986.7;13.8;2.33;2.4;31;0
0;84;2;979.6;13.8;2.33;2.4;31;0
0;84;2;973.3;13.8;2.244;2.1;31;0
0;84;2;967;13.8;2.2;2;31;0
0;84;2;960.3;13.8;2.2;2;31;0
0;84;2;953.1;13.7;2.2;2;31;0
0;84;2;946.8;13.6;2.2;2;31;0
0;84;2;940.2;13.6;2.2;2;31;0
0;84;2;933.5;13.7;2.168;2;31.4;0
0;84;2;926.1;13.7;2.12;2;32;0
0;84;2;916.7;13.6;2.12;2;32;0
0;84;2;906.4;13.7;2.12;2;32;0
0;84;2;895.8;13.6;2.12;2;32;0
0;84;2;885.2;13.6;2.12;2;32;0
0;84;2;875.8;13.4;2.12;2;32;0
0;84;2;864.7;13.4;1.905;1.7;32;0
0;84;2;854.6;13.3;1.76;1.6;32;0
0;84;2;846.1;13.4;1.76;1.6;32;0
0;84;2;833.6;13.4;1.76;1.6;32;0
0;84;2;821.3;13.4;1.76;1.6;32;0
0;84;2;809.2;13.5;1.765;1.6;32;0
0;84;2;796.8;13.4;1.846;1.6;32;0
0;84;2;816.4;13.2;1.88;1.4;19.7;0
0;84;2;856.4;12.9;1.88;1.2;2;0
0;84;2;879.9;12.8;1.88;1.2;2;0
0;84;2;863.4;13.2;1.88;1.2;2;0
0;84;2;829.5;14.1;1.88;1.2;2;1.571
0;84;2;782.2;15.7;1.88;1.2;2;5.793
0;84;2;746.3;16.2;2.178;1.4;4.6;6.714
0;84;2;716.5;16.3;2.52;1.6;7.5;6.714
0;84;2;711.5;16.3;2.52;1.6;7.5;6.714
0;84;2;704.3;16.3;2.52;1.6;7.5;6.714
0;84;2;693.9;16.4;2.52;1.6;7.5;6.714
0;84;1.7;687.6;16.6;2.52;1.6;7.5;6.772
0;84;1.1;683.4;16.9;2.52;1.6;7.5;6.859
0;84;1.1;680.4;17;2.305;1.8;8.3;6.867
0;84;1.1;677.6;17.1;2.1;2;9;6.867
0;84;1.1;674.9;17.2;2.1;2;9;6.867
0;84;1.1;672.6;17.4;2.1;2;9;6.867
0;84;1.1;671.3;17.5;2.1;2;9;6.867
0;84;1;670.1;17.6;2.075;2;8;6.945
0;84;1;669;17.6;2.03;2;6.4;7.08
0;84;0.9;666.8;17.5;2.02;1.8;6;7.111
0;84;0.9;664.3;17.5;2.02;1.6;6;7.111
0;84;0.9;660.6;17.4;2.02;1.6;6;7.111
0;84;0.9;656.8;17.3;2.02;1.6;6;7.115
0;84;0.9;652.9;17.3;2.02;1.6;6;7.148
0;84;0.9;649.6;17.4;2.026;1.6;6.4;7.172
0;84;0.9;647.5;17.5;2.048;1.6;7.7;7.172
0;84;0.9;646.2;17.6;2.06;1.6;8.5;7.172
0;84;0.9;645.9;17.7;2.06;1.6;8.5;7.172
0;84;0.9;646.5;17.7;2.06;1.6;8.5;7.172
0;84;0.9;647.8;17.7;2.06;1.6;8.5;7.172
0;84;0.9;648.5;17.7;2.048;1.6;8.3;7.184
0;84;0.9;649;17.7;2.032;1.6;8;7.2
0;84;0.9;651.4;17.8;2.03;1.6;8;7.202
0;84;0.9;654.1;17.8;2.03;1.6;8;7.202
0;84;0.9;650.8;17.7;2.03;1.6;8;7.202
0;84;0.9;648.3;17.6;2.03;1.6;8;7.208
0;84;0.9;649.8;17.6;2.03;1.6;8;7.241
0;84;0.9;650.2;17.6;2.026;1.6;7.9;7.263
0;84;0.9;648.5;17.7;2.016;1.6;7.6;7.263
0;84;0.9;646.8;17.7;2.01;1.6;7.5;7.263
0;84;0.9;645;17.8;2.01;1.6;7.5;7.263
0;84;0.9;643.7;17.9;2.01;1.6;7.5;7.263
0;84;0.9;642.5;17.8;2.01;1.6;7.5;7.263
0;84;0.9;643.8;17.8;2.002;1.6;7.5;7.275
0;84;0.9;646;17.8;1.991;1.6;7.5;7.292
0;84;0.9;645.1;17.9;1.99;1.6;7.7;7.294
0;84;0.9;643.9;18;1.99;1.6;8;7.294
0;84;0.9;645.8;18;1.99;1.6;8;7.294
0;84;0.9;647.4;18;1.99;1.6;8;7.297
0;84;0.9;647.9;18;1.99;1.6;8;7.313
0;84;0.9;647.8;18;1.998;1.6;8.2;7.324
0;84;0.9;646.3;18;2.025;1.6;8.7;7.324
0;84;0.9;645.9;18;2.04;1.6;9;7.324
0;84;0.9;646.8;18;2.04;1.6;9;7.324
0;84;0.9;646.6;17.9;2.04;1.6;9;7.324
0;84;0.9;645.5;17.8;2.04;1.6;9;7.324
0;84;0.9;644.3;17.9;1.997;1.6;9;7.288
0;84;0.9;643.1;18;1.938;1.6;9;7.24
0;84;0.9;644.8;18.1;1.93;1.6;9;7.233
0;84;0.9;646.8;18.1;1.93;1.6;9;7.233
0;84;0.9;645.4;18.2;1.93;1.6;9;7.233
0;84;0.9;644.4;18.2;1.93;1.6;9;7.223
0;84;0.9;645.2;18.2;1.93;1.6;9;7.158
0;84;0.9;646;18.2;1.932;1.6;9.2;7.111
0;84;0.9;646.9;18;1.937;1.6;9.7;7.111
0;84;0.9;646.8;17.9;1.94;1.6;10;7.111
0;84;0.9;645.5;17.9;1.94;1.6;10;7.111
0;84;0.9;646.6;17.9;1.94;1.6;10;7.111
0;84;0.9;649.5;18;1.94;1.6;10;7.111
0;84;0.9;648.3;18;1.936;1.6;10;7.04
0;84;0.9;645.6;18.2;1.931;1.6;10;6.942
0;84;0.9;645.2;18.2;1.93;1.6;9.8;6.928
0;84;0.9;645.3;18.2;1.93;1.6;9.5;6.928
0;84;0.9;643.9;18.1;1.93;1.6;9.5;6.928
0;84;0.9;643;18.1;1.93;1.6;9.5;6.916
0;84;0.9;644.8;18.1;1.93;1.6;9.5;6.833
0;84;0.9;646.5;18;1.87;1.5;9.6;6.775
0;84;0.9;648.2;17.8;1.665;1.3;9.8;6.775
0;84;0.9;648.3;17.7;1.55;1.2;10;6.775
0;84;0.9;646.6;17.8;1.55;1.2;10;6.775
0;84;0.9;644.7;17.9;1.55;1.2;10;6.775
0;84;0.9;642.6;18.1;1.55;1.2;10;6.775
0;84;0.9;645.4;18.1;1.554;1.2;10;6.739
0;84;0.9;650.1;18.1;1.559;1.2;10;6.689
0;84;0.9;649.9;18.2;1.56;1.4;10.2;6.683
0;84;0.9;649;18.2;1.56;1.6;10.5;6.683
0;84;0.9;646.7;18.2;1.56;1.6;10.5;6.683
0;84;0.9;644.7;18.3;1.56;1.6;10.5;6.686
0;84;0.9;643.4;18.2;1.56;1.6;10.5;6.702
0;84;0.9;643.3;18.2;1.582;1.5;10.7;6.714
0;84;0.9;646.1;18;1.658;1.3;11.2;6.714
0;84;0.9;647.7;17.9;1.7;1.2;11.5;6.714
0;84;0.9;647.8;17.9;1.7;1.2;11.5;6.714
0;84;0.9;646.4;18;1.7;1.2;11.5;6.714
0;84;0.9;643.9;18.1;1.7;1.2;11.5;6.714
0;84;0.9;640.9;18.1;1.723;1.2;11.5;6.702
0;84;0.9;637.7;18.1;1.755;1.2;11.5;6.686
0;84;0.9;639.3;18.2;1.76;1.2;12.4;6.683
0;84;0.9;641.7;18.3;1.76;1.2;13.5;6.683
0;84;0.9;642.1;18.3;1.76;1.2;13.5;6.683
0;84;0.9;642.4;18.3;1.76;1.2;13.5;6.686
0;84;0.9;642.6;18.3;1.76;1.2;13.5;6.719
0;84;0.9;642.6;18.4;1.755;1.2;13.4;6.744
0;84;0.9;641.7;18.4;1.734;1.2;13.2;6.744
0;84;0.9;641.6;18.4;1.72;1.2;13;6.744
0;84;0.9;643;18.2;1.72;1.2;13;6.744
0;84;0.9;643.3;18.2;1.72;1.2;13;6.744
0;84;0.9;642.7;18.2;1.72;1.2;13;6.744
0;84;0.9;642.2;18.3;1.764;1.2;12.8;6.744
0;84;0.9;641.7;18.4;1.833;1.2;12.6;6.744
0;84;0.9;641.1;18.4;1.85;1.3;12.5;6.744
0;84;0.9;640.5;18.4;1.85;1.5;12.5;6.744
0;84;0.9;640.8;18.5;1.85;1.6;12.5;6.744
0;84;0.9;641.2;18.6;1.85;1.6;12.5;6.744
0;84;0.9;640.4;18.6;1.85;1.6;12.5;6.778
0;84;0.9;639.6;18.6;1.848;1.6;12.7;6.806
0;84;0.9;639;18.8;1.832;1.6;14;6.806
0;84;0.9;638.8;18.8;1.82;1.6;15;6.806
0;84;0.9;639.8;18.6;1.82;1.6;15;6.806
0;84;0.9;640.2;18.6;1.82;1.6;15;6.806
0;84;0.9;639.5;18.6;1.82;1.6;15;6.806
0;84;0.9;639.8;18.7;1.853;1.6;14.9;6.839
0;84;0.9;641;18.8;1.917;1.6;14.6;6.905
0;84;0.9;641.5;18.9;1.94;1.6;14.5;6.928
0;84;0.9;641.7;19.1;1.94;1.6;14.5;6.928
0;84;0.9;642.3;19.1;1.94;1.6;14.5;6.928
0;84;0.9;643;19.1;1.94;1.6;14.5;6.928
0;84;0.9;644.6;19.2;1.94;1.6;14.5;6.987
0;84;0.9;646.3;19.2;1.94;1.6;14.4;7.05
0;84;0.9;648.3;19.3;1.934;1.6;13.4;7.05
0;84;0.9;649.6;19.3;1.93;1.6;12.5;7.05
0;84;0.9;648.3;19.3;1.93;1.6;12.5;7.05
0;84;0.9;647.7;19.3;1.93;1.6;12.5;7.05
0;84;0.9;648.3;19.3;1.93;1.6;12.5;7.05
0;84;0.9;648.9;19.4;1.938;1.6;12.5;7.091
0;84;0.9;649.5;19.5;1.954;1.6;12.5;7.174
0;84;0.9;658.2;19.5;1.96;1.6;12.5;7.202
0;84;0.9;671.1;19.4;1.96;1.6;12.5;7.202
0;84.5;0.9;680.6;19.3;1.96;1.6;12.5;7.202
0;85;0.9;688.7;19.2;1.96;1.6;12.5;7.202
0;85;0.9;692;18.8;1.96;1.6;12.5;7.202
0;85;0.9;694;18.5;1.943;1.6;10;7.164
0;85;0.9;694.2;18.2;1.902;1.6;4.2;7.076
0;85;0.9;690.2;18.2;1.89;1.6;2.5;7.05
0;85;0.9;684.4;18.2;1.89;1.6;2.5;7.05
0;85;0.9;681.2;18.2;1.89;1.6;2.5;7.05
0;85;0.9;678.1;18.3;1.89;1.6;2.5;7.018
0;85;0.9;674.8;18.2;1.89;1.6;2.5;6.83
0;85;0.9;670.3;18.2;1.875;1.6;3;6.714
0;85;0.9;663.6;18;1.837;1.6;4.4;6.714
0;85;0.9;661;17.9;1.82;1.6;5;6.714
0;85;0.9;661.7;17.7;1.82;1.6;5;6.714
0;85;0.9;662.3;17.7;1.82;1.6;5;6.714
0;85;0.9;662.8;17.7;1.82;1.6;5;6.714
0;85;0.9;654.9;17.9;1.683;1.6;6.3;6.621
0;85;0.9;647.1;18.1;1.55;1.6;7.5;6.531
0;85;0.9;646.3;18.1;1.55;1.6;7.5;6.531
0;85;0.9;646.4;18.2;1.55;1.6;7.5;6.531
0;85;0.9;649.9;18.1;1.55;1.6;7.5;6.531
0;85;0.9;652;18;1.55;1.6;7.5;6.563
0;85;0.9;651.8;17.9;1.55;1.6;7.5;6.645
0;85;0.9;651.2;17.8;1.568;1.5;7.6;6.683
0;85;0.9;650.2;17.9;1.6;1.2;7.9;6.683
0;85;0.9;648.7;17.9;1.61;1.2;8;6.683
0;85;0.9;646.8;17.9;1.61;1.2;8;6.683
0;85;0.9;648;18;1.61;1.2;8;6.683
0;85;0.9;649.7;18.2;1.61;1.2;8;6.683
0;85;0.9;647.9;18.2;1.568;1.2;8.8;6.651
0;85;0.9;646.4;18.3;1.53;1.2;9.5;6.622
0;85;0.9;647.1;18.3;1.53;1.2;9.5;6.622
0;85;0.9;647.9;18.3;1.53;1.2;9.5;6.622
0;85;0.9;648.7;18.2;1.53;1.2;9.5;6.622
0;85;0.9;648.9;18.1;1.53;1.2;9.5;6.415
0;85;0.9;648;18.1;1.53;1.2;9.5;5.937
0;85;0.9;645.9;18.1;1.527;1.2;10.3;5.737
0;85;0.9;642.7;18.1;1.522;1.2;11.6;5.737
0;85;0.9;637.6;18.1;1.52;1.2;12;5.737
0;85;0.9;631.8;18.2;1.52;1.2;12;5.737
0;85;0.9;631.6;18.2;1.52;1.2;12;5.737
0;85;0.9;632.6;18.2;1.52;1.2;12;5.737
0;85;0.9;633.8;18.3;1.51;1.2;14.7;5.649
0;85;1;634.9;18.4;1.5;1.2;17.5;5.554
0;85;1;634.4;18.6;1.5;1.2;17.5;5.554
0;85;1;633.8;18.7;1.5;1.2;17.5;5.554
0;85;1;632.1;18.8;1.5;1.2;17.5;5.554
0;85;1;631.3;18.8;1.5;1.2;17.5;5.554
0;85;1;633.3;18.6;1.5;1.2;17.5;5.554
0;85;1;634.9;18.5;1.547;1.2;17.9;5.554
0;85;1;635.6;18.7;1.686;1.2;18.9;5.554
0;85;1;636.7;18.8;1.76;1.2;19.5;5.554
0;85;1;638.1;18.9;1.76;1.2;19.5;5.554
0;85;1;639.1;18.9;1.76;1.2;19.5;5.554
0;85;1;639.7;18.7;1.76;1.2;19.5;5.554
0;85;1;639.7;18.8;1.647;1.2;18;5.543
0;85;1;639.5;18.9;1.487;1.2;15.9;5.527
0;85;1;639.9;18.9;1.46;1.2;15.5;5.524
0;85;1;640.4;19;1.46;1.2;15.5;5.524
0;85;1;639;19.2;1.46;1.2;15.5;5.524
0;85;1;637.7;19.3;1.46;1.2;15.5;5.523
0;85;1;637.4;19.5;1.46;1.2;15.5;5.506
0;85;1;637.1;19.6;1.481;1.2;15.6;5.493
0;85;1;636.5;19.5;1.592;1.2;15.8;5.493
0;85;1;636.2;19.5;1.67;1.2;16;5.493
0;85;1;636.7;19.4;1.67;1.2;16;5.493
0;85;1;637.4;19.5;1.67;1.2;16;5.5
0;85;1;638.5;19.6;1.67;1.2;16;5.517
0;85;1.1;638.7;19.7;1.655;1.2;15.7;5.524
0;85;1.1;638.1;19.8;1.629;1.2;15.2;5.524
0;85;1.1;639.2;19.9;1.62;1.2;15;5.524
0;85;1.1;641.2;20.1;1.62;1.2;15;5.524
0;85;1.1;640;20.2;1.62;1.2;15;5.524
0;85;1.1;638;20.2;1.62;1.2;15;5.524
0;85;1.1;638.4;20.2;1.659;1.2;15;5.494
0;85;1.1;639;20.2;1.7;1.2;15;5.463
0;85;1.1;636.2;20.2;1.7;1.2;15.6;5.463
0;85;1.1;634.4;20.1;1.7;1.2;16;5.463
0;85;1.1;637.4;20.3;1.7;1.2;16;5.463
0;85;1.1;639.6;20.5;1.7;1.2;16;5.463
0;85;1.1;640.1;20.6;1.7;1.2;16;5.463
0;85;1.1;640.1;20.7;1.702;1.2;15.7;5.463
0;85;1.1;639.4;20.9;1.707;1.2;14.9;5.463
0;85;1.1;639.6;21;1.71;1.2;14.5;5.463
0;85;1.1;640.8;20.8;1.71;1.2;14.5;5.463
0;85;1.1;641.5;20.8;1.71;1.2;14.5;5.463
0;85;1.1;642.1;20.9;1.71;1.2;14.5;5.463
0;85;1.1;643.3;21.1;1.659;1.2;13.6;5.476
0;85;1.1;644.6;21.2;1.594;1.2;12.6;5.492
0;85;1.1;648.4;21.4;1.59;1.2;12.5;5.493
0;85;1.1;651.8;21.6;1.59;1.2;12.5;5.493
0;85;1.1;650.5;21.6;1.59;1.2;12.5;5.493
0;85;1.1;649.8;21.6;1.59;1.2;12.5;5.489
0;85;1.1;651;21.2;1.59;1.2;12.5;5.473
0;85;1.1;651.3;21.1;1.61;1.2;12.1;5.463
0;85;1.1;650.1;21.2;1.659;1.2;11;5.463
0;85;1.1;649;21.3;1.68;1.2;10.5;5.463
0;85;1.1;647.9;21.5;1.68;1.2;10.5;5.463
0;85;1.1;647.1;21.7;1.68;1.2;10.5;5.463
0;85;1.1;646.4;21.9;1.68;1.2;10.5;5.463
0;85;1.1;648.3;21.7;1.556;1.2;10.5;5.407
0;85;1.1;650.7;21.4;1.41;1.2;10.5;5.341
0;85;1.1;652.1;21.5;1.41;1.2;10.5;5.341
0;85;1.1;652.5;21.6;1.41;1.2;10.5;5.341
0;85;1.1;647.7;21.8;1.41;1.2;10.5;5.341
0;85;1.1;645.1;21.9;1.41;1.2;10.5;5.326
0;85;1.1;647.8;22;1.41;1.2;10.5;5.276
0;85;1.1;649.5;21.9;1.373;1.2;10.3;5.249
0;85;1.1;649.7;21.9;1.292;1.2;9.7;5.249
0;85;1.1;651.5;21.8;1.26;1.2;9.5;5.249
0;85;1.1;654.4;21.8;1.26;1.2;9.5;5.249
0;85;1.1;654.9;21.9;1.26;1.2;9.5;5.249
0;85;1.1;654.8;22.1;1.26;1.2;9.5;5.249
0;85;1.1;655.9;22.1;1.42;1.2;9.5;5.186
0;85;1.1;657.1;22.1;1.57;1.2;9.4;5.127
0;85;1.1;658.1;22;1.57;1.2;8.9;5.127
0;85;1.1;658.7;21.9;1.57;1.2;8.5;5.127
0;85;1.1;658.9;21.7;1.57;1.2;8.5;5.127
0;85;1.1;658.6;21.7;1.57;1.2;8.5;5.127
0;85;1;657.6;21.9;1.57;1.2;8.5;5.127
0;85;1;658.2;22;1.534;1.2;8.5;5.105
0;85;1;659.7;22;1.479;1.2;8.5;5.072
0;85;1;656.8;21.9;1.47;1.2;8.5;5.066
0;85;1;653;21.8;1.47;1.2;8.5;5.066
0;85;1;654.4;21.6;1.47;1.2;8.5;5.066
0;85;1;655.7;21.5;1.47;1.2;8.5;5.074
0;85;1;656.7;21.7;1.47;1.2;8.5;5.124
0;85;1;656.9;21.8;1.421;1.2;8.7;5.158
0;85;1;655.4;21.8;1.273;1.2;9.2;5.158
0;85;1;654.8;21.7;1.2;1.2;9.5;5.158
0;85;1;655.2;21.5;1.2;1.2;9.5;5.158
0;85;1;656.1;21.5;1.2;1.2;9.5;5.158
0;85;1;657.4;21.5;1.2;1.2;9.5;5.158
0;85;1;655.3;21.6;1.348;1.2;9.5;5.214
0;85;1;652.6;21.6;1.52;1.2;9.5;5.28
0;85;1;652.9;21.7;1.52;1.2;9.5;5.28
0;85;1;653;21.7;1.52;1.2;9.5;5.28
0;85;1;652;21.6;1.52;1.2;9.5;5.28
0;85;1;651.7;21.5;1.52;1.2;9.5;5.291
0;85;1;652.8;21.5;1.52;1.2;9.5;5.324
0;85;1;652.7;21.6;1.471;1.2;9.5;5.341
0;85;1;651.6;21.8;1.374;1.2;9.5;5.341
0;85;1;650.5;21.9;1.34;1.2;9.5;5.341
0;85;1;649.5;22.1;1.34;1.2;9.5;5.341
0;85;1;648.6;22;1.34;1.2;9.5;5.341
0;85;1;647.8;21.9;1.34;1.2;9.5;5.341
0;85;1;647.4;21.8;1.289;1.2;10;5.341
0;85;1;646.8;21.7;1.24;1.2;10.5;5.341
0;85;1;645.8;21.8;1.24;1.2;10.5;5.341
0;85;1;644.9;21.9;1.24;1.2;10.5;5.341
0;85;1;644.8;22.1;1.24;1.2;10.5;5.341
0;85;1;644.8;22.1;1.24;1.2;10.5;5.353
0;85;1;645.2;22.1;1.24;1.2;10.5;5.386
0;85;1;644.9;22.1;1.328;1.2;10.2;5.402
0;85;1;644;22.1;1.5;1.2;9.7;5.402
0;85;1;642.8;22.1;1.56;1.2;9.5;5.402
0;85;1;641.4;21.9;1.56;1.2;9.5;5.402
0;85;1;641.3;22;1.56;1.2;9.5;5.402
0;85;1;641.5;22.2;1.56;1.2;9.5;5.402
0;85;1;641.5;22.3;1.599;1.2;9.7;5.475
0;85;1;641.5;22.5;1.64;1.2;10;5.554
0;85;1;641.9;22.5;1.64;1.2;10;5.554
0;85;1;642;22.4;1.64;1.2;10;5.554
0;85;1;640.8;22.4;1.64;1.2;10;5.554
0;85;1;640.5;22.4;1.64;1.2;10;5.568
0;85;1;642.6;22.2;1.64;1.2;10;5.618
0;85;1;644.7;22.1;1.629;1.2;9.8;5.646
0;85;1;646.7;22.2;1.602;1.2;9.2;5.646
0;85;1;646.1;22.4;1.59;1.2;9;5.646
